id,lease_company,lease_period,module_output,module_manufacturer,module_model,module_count,pcs_manufacturer,pcs_model,pcs_count,pcs_model2,pcs_count2,module_pcs_cable_count,bifurcated_count,bracket_count,installation,sll,total_module_output,application_power_output,region,roof_material,installation_points,monthly_lease_fee_10,monthly_lease_fee_15,total_lease_amount,customer_group,application_code
869,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,22,デルタ電子,H4J_220,,H6J_240,1,3,,1,,,9.46,5.9,通常,スレート,6点,13057,,1566840,直販,CBPC22B6
870,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,22,デルタ電子,H4J_220,,H6J_240,1,3,,1,,,9.46,5.9,通常,スレート,8点,13376,,1605120,直販,CBPC22B8
871,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,23,デルタ電子,H4J_220,2,H6J_240,,4,,1,,,9.89,8,通常,スレート,6点,13651,,1638120,直販,CBPC23B6
872,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,23,デルタ電子,H4J_220,2,H6J_240,,4,,1,,,9.89,8,通常,スレート,8点,13992,,1679040,直販,CBPC23B8
873,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,24,デルタ電子,H4J_220,2,H6J_240,,4,,1,,,10.32,8,通常,スレート,6点,14245,,1709400,直販,CBPC24B6
874,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,24,デルタ電子,H4J_220,2,H6J_240,,4,,1,,,10.32,8,通常,スレート,8点,14597,,1751640,直販,CBPC24B8
875,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,25,デルタ電子,H4J_220,2,H6J_240,,4,,1,,,10.75,8,通常,スレート,6点,14839,,1780680,直販,CBPC25B6
876,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,25,デルタ電子,H4J_220,2,H6J_240,,4,,1,,,10.75,8,通常,スレート,8点,15202,,1824240,直販,CBPC25B8
877,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,26,デルタ電子,H4J_220,2,H6J_240,,4,,1,,,11.18,8,通常,スレート,6点,15422,,1850640,直販,CBPC26B6
878,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,26,デルタ電子,H4J_220,2,H6J_240,,4,,1,,,11.18,8,通常,スレート,8点,15818,,1898160,直販,CBPC26B8
879,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,27,デルタ電子,H4J_220,2,H6J_240,,4,,1,,,11.61,8,通常,スレート,6点,16016,,1921920,直販,CBPC27B6
880,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,27,デルタ電子,H4J_220,2,H6J_240,,4,,1,,,11.61,8,通常,スレート,8点,16423,,1970760,直販,CBPC27B8
881,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,28,デルタ電子,H4J_220,2,H6J_240,,4,,1,,,12.04,8,通常,スレート,6点,15642,,1877040,直販,CBPC28B6
882,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,28,デルタ電子,H4J_220,2,H6J_240,,4,,1,,,12.04,8,通常,スレート,8点,16060,,1927200,直販,CBPC28B8
883,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,29,デルタ電子,H4J_220,2,H6J_240,,4,,1,,,12.47,8,通常,スレート,6点,16203,,1944360,直販,CBPC29B6
884,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,29,デルタ電子,H4J_220,2,H6J_240,,4,,1,,,12.47,8,通常,スレート,8点,16632,,1995840,直販,CBPC29B8
885,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,30,デルタ電子,H4J_220,2,H6J_240,,4,,1,,,12.9,8,通常,スレート,6点,16764,,2011680,直販,CBPC30B6
886,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,30,デルタ電子,H4J_220,2,H6J_240,,4,,1,,,12.9,8,通常,スレート,8点,17204,,2064480,直販,CBPC30B8
887,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,31,デルタ電子,H4J_220,1,H6J_240,1,5,,1,,,13.33,9.9,通常,スレート,6点,17325,,2079000,直販,CBPC31B6
888,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,31,デルタ電子,H4J_220,1,H6J_240,1,5,,1,,,13.33,9.9,通常,スレート,8点,17776,,2133120,直販,CBPC31B8
889,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,32,デルタ電子,H4J_220,1,H6J_240,1,5,,1,,,13.76,9.9,通常,スレート,6点,17875,,2145000,直販,CBPC32B6
890,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,32,デルタ電子,H4J_220,1,H6J_240,1,5,,1,,,13.76,9.9,通常,スレート,8点,18348,,2201760,直販,CBPC32B8
891,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,33,デルタ電子,H4J_220,1,H6J_240,1,5,,1,,,14.19,9.9,通常,スレート,6点,18436,,2212320,直販,CBPC33B6
892,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,33,デルタ電子,H4J_220,1,H6J_240,1,5,,1,,,14.19,9.9,通常,スレート,8点,18931,,2271720,直販,CBPC33B8
893,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,34,デルタ電子,H4J_220,1,H6J_240,1,5,,1,,,14.62,9.9,通常,スレート,6点,18997,,2279640,直販,CBPC34B6
894,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,34,デルタ電子,H4J_220,1,H6J_240,1,5,,1,,,14.62,9.9,通常,スレート,8点,19503,,2340360,直販,CBPC34B8
895,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,35,デルタ電子,H4J_220,1,H6J_240,1,5,,1,,,15.05,9.9,通常,スレート,6点,19558,,2346960,直販,CBPC35B6
896,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,35,デルタ電子,H4J_220,1,H6J_240,1,5,,1,,,15.05,9.9,通常,スレート,8点,20075,,2409000,直販,CBPC35B8
897,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,36,デルタ電子,H4J_220,1,H6J_240,1,5,,1,,,15.48,9.9,通常,スレート,6点,20108,,2412960,直販,CBPC36B6
898,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,36,デルタ電子,H4J_220,1,H6J_240,1,5,,1,,,15.48,9.9,通常,スレート,8点,20647,,2477640,直販,CBPC36B8
899,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,37,デルタ電子,H4J_220,1,H6J_240,1,5,,1,,,15.91,9.9,通常,スレート,6点,20669,,2480280,直販,CBPC37B6
900,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,37,デルタ電子,H4J_220,1,H6J_240,1,5,,1,,,15.91,9.9,通常,スレート,8点,21219,,2546280,直販,CBPC37B8
901,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,6,デルタ電子,H4J_220,1,H6J_240,,1,,1,,1,2.58,2.5,通常,立平葺,6点,6787,,814440,直販,CBPA06S6
902,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,6,デルタ電子,H4J_220,1,H6J_240,,1,,1,,1,2.58,2.5,通常,立平葺,8点,6875,,825000,直販,CBPA06S8
903,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,7,デルタ電子,H4J_220,1,H6J_240,,1,,1,,1,3.01,3,通常,立平葺,6点,7612,,913440,直販,CBPA07S6
904,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,7,デルタ電子,H4J_220,1,H6J_240,,1,,1,,1,3.01,3,通常,立平葺,8点,7722,,926640,直販,CBPA07S8
905,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,8,デルタ電子,H4J_220,1,H6J_240,,1,,1,,1,3.44,3.4,通常,立平葺,6点,8437,,1012440,直販,CBPA08S6
906,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,8,デルタ電子,H4J_220,1,H6J_240,,1,,1,,1,3.44,3.4,通常,立平葺,8点,8547,,1025640,直販,CBPA08S8
907,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,9,デルタ電子,H4J_220,1,H6J_240,,1,,1,,1,3.87,3.8,通常,立平葺,6点,7920,,950400,直販,CBPA09S6
908,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,9,デルタ電子,H4J_220,1,H6J_240,,1,,1,,1,3.87,3.8,通常,立平葺,8点,8052,,966240,直販,CBPA09S8
909,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,10,デルタ電子,H4J_220,1,H6J_240,,2,,1,,1,4.3,4,通常,立平葺,6点,8591,,1030920,直販,CBPA10S6
910,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,10,デルタ電子,H4J_220,1,H6J_240,,2,,1,,1,4.3,4,通常,立平葺,8点,8745,,1049400,直販,CBPA10S8
911,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,11,デルタ電子,H4J_220,1,H6J_240,,2,,1,,1,4.73,4,通常,立平葺,6点,9262,,1111440,直販,CBPA11S6
912,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,11,デルタ電子,H4J_220,1,H6J_240,,2,,1,,1,4.73,4,通常,立平葺,8点,9427,,1131240,直販,CBPA11S8
913,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,12,デルタ電子,H4J_220,1,H6J_240,,2,,1,,1,5.16,4,通常,立平葺,6点,9933,,1191960,直販,CBPA12S6
914,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,12,デルタ電子,H4J_220,1,H6J_240,,2,,1,,1,5.16,4,通常,立平葺,8点,10109,,1213080,直販,CBPA12S8
915,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,13,デルタ電子,H4J_220,1,H6J_240,,2,,1,,1,5.59,4,通常,立平葺,6点,10604,,1272480,直販,CBPA13S6
916,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,13,デルタ電子,H4J_220,1,H6J_240,,2,,1,,1,5.59,4,通常,立平葺,8点,10802,,1296240,直販,CBPA13S8
917,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,14,デルタ電子,H4J_220,1,H6J_240,,2,,1,,1,6.02,4,通常,立平葺,6点,10043,,1205160,直販,CBPA14S6
918,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,14,デルタ電子,H4J_220,1,H6J_240,,2,,1,,1,6.02,4,通常,立平葺,8点,10252,,1230240,直販,CBPA14S8
919,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,15,デルタ電子,H4J_220,1,H6J_240,,2,,1,,1,6.45,4,通常,立平葺,6点,10626,,1275120,直販,CBPA15S6
920,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,15,デルタ電子,H4J_220,1,H6J_240,,2,,1,,1,6.45,4,通常,立平葺,8点,10846,,1301520,直販,CBPA15S8
921,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,16,デルタ電子,H4J_220,,H6J_240,1,2,,1,,1,6.88,5.9,通常,立平葺,6点,11209,,1345080,直販,CBPA16S6
922,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,16,デルタ電子,H4J_220,,H6J_240,1,2,,1,,1,6.88,5.9,通常,立平葺,8点,11440,,1372800,直販,CBPA16S8
923,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,17,デルタ電子,H4J_220,,H6J_240,1,2,,1,,1,7.31,5.9,通常,立平葺,6点,11781,,1413720,直販,CBPA17S6
924,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,17,デルタ電子,H4J_220,,H6J_240,1,2,,1,,1,7.31,5.9,通常,立平葺,8点,12034,,1444080,直販,CBPA17S8
925,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,18,デルタ電子,H4J_220,,H6J_240,1,2,,1,,1,7.74,5.9,通常,立平葺,6点,12375,,1485000,直販,CBPA18S6
926,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,18,デルタ電子,H4J_220,,H6J_240,1,2,,1,,1,7.74,5.9,通常,立平葺,8点,12639,,1516680,直販,CBPA18S8
927,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,19,デルタ電子,H4J_220,,H6J_240,1,3,,1,,1,8.17,5.9,通常,立平葺,6点,12210,,1465200,直販,CBPA19S6
928,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,19,デルタ電子,H4J_220,,H6J_240,1,3,,1,,1,8.17,5.9,通常,立平葺,8点,12485,,1498200,直販,CBPA19S8
929,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,20,デルタ電子,H4J_220,,H6J_240,1,3,,1,,1,8.6,5.9,通常,立平葺,6点,12749,,1529880,直販,CBPA20S6
930,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,20,デルタ電子,H4J_220,,H6J_240,1,3,,1,,1,8.6,5.9,通常,立平葺,8点,13046,,1565520,直販,CBPA20S8
931,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,21,デルタ電子,H4J_220,,H6J_240,1,3,,1,,1,9.03,5.9,通常,立平葺,6点,13288,,1594560,直販,CBPA21S6
932,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,21,デルタ電子,H4J_220,,H6J_240,1,3,,1,,1,9.03,5.9,通常,立平葺,8点,13607,,1632840,直販,CBPA21S8
933,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,22,デルタ電子,H4J_220,,H6J_240,1,3,,1,,1,9.46,5.9,通常,立平葺,6点,13838,,1660560,直販,CBPA22S6
934,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,22,デルタ電子,H4J_220,,H6J_240,1,3,,1,,1,9.46,5.9,通常,立平葺,8点,14168,,1700160,直販,CBPA22S8
935,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,23,デルタ電子,H4J_220,2,H6J_240,,4,,1,,1,9.89,8,通常,立平葺,6点,14377,,1725240,直販,CBPA23S6
936,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,23,デルタ電子,H4J_220,2,H6J_240,,4,,1,,1,9.89,8,通常,立平葺,8点,14718,,1766160,直販,CBPA23S8
937,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,24,デルタ電子,H4J_220,2,H6J_240,,4,,1,,1,10.32,8,通常,立平葺,6点,14916,,1789920,直販,CBPA24S6
938,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,24,デルタ電子,H4J_220,2,H6J_240,,4,,1,,1,10.32,8,通常,立平葺,8点,15268,,1832160,直販,CBPA24S8
939,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,25,デルタ電子,H4J_220,2,H6J_240,,4,,1,,1,10.75,8,通常,立平葺,6点,15466,,1855920,直販,CBPA25S6
940,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,25,デルタ電子,H4J_220,2,H6J_240,,4,,1,,1,10.75,8,通常,立平葺,8点,15840,,1900800,直販,CBPA25S8
941,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,26,デルタ電子,H4J_220,2,H6J_240,,4,,1,,1,11.18,8,通常,立平葺,6点,16005,,1920600,直販,CBPA26S6
942,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,26,デルタ電子,H4J_220,2,H6J_240,,4,,1,,1,11.18,8,通常,立平葺,8点,16390,,1966800,直販,CBPA26S8
943,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,27,デルタ電子,H4J_220,2,H6J_240,,4,,1,,1,11.61,8,通常,立平葺,6点,16555,,1986600,直販,CBPA27S6
944,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,27,デルタ電子,H4J_220,2,H6J_240,,4,,1,,1,11.61,8,通常,立平葺,8点,16951,,2034120,直販,CBPA27S8
945,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,28,デルタ電子,H4J_220,2,H6J_240,,4,,1,,1,12.04,8,通常,立平葺,6点,16126,,1935120,直販,CBPA28S6
946,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,28,デルタ電子,H4J_220,2,H6J_240,,4,,1,,1,12.04,8,通常,立平葺,8点,16544,,1985280,直販,CBPA28S8
947,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,29,デルタ電子,H4J_220,2,H6J_240,,4,,1,,1,12.47,8,通常,立平葺,6点,16632,,1995840,直販,CBPA29S6
948,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,29,デルタ電子,H4J_220,2,H6J_240,,4,,1,,1,12.47,8,通常,立平葺,8点,17061,,2047320,直販,CBPA29S8
949,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,30,デルタ電子,H4J_220,2,H6J_240,,4,,1,,1,12.9,8,通常,立平葺,6点,17149,,2057880,直販,CBPA30S6
950,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,30,デルタ電子,H4J_220,2,H6J_240,,4,,1,,1,12.9,8,通常,立平葺,8点,17589,,2110680,直販,CBPA30S8
951,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,31,デルタ電子,H4J_220,1,H6J_240,1,5,,1,,1,13.33,9.9,通常,立平葺,6点,17655,,2118600,直販,CBPA31S6
952,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,31,デルタ電子,H4J_220,1,H6J_240,1,5,,1,,1,13.33,9.9,通常,立平葺,8点,18117,,2174040,直販,CBPA31S8
953,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,32,デルタ電子,H4J_220,1,H6J_240,1,5,,1,,1,13.76,9.9,通常,立平葺,6点,18161,,2179320,直販,CBPA32S6
954,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,32,デルタ電子,H4J_220,1,H6J_240,1,5,,1,,1,13.76,9.9,通常,立平葺,8点,18634,,2236080,直販,CBPA32S8
955,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,33,デルタ電子,H4J_220,1,H6J_240,1,5,,1,,1,14.19,9.9,通常,立平葺,6点,18678,,2241360,直販,CBPA33S6
956,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,33,デルタ電子,H4J_220,1,H6J_240,1,5,,1,,1,14.19,9.9,通常,立平葺,8点,19173,,2300760,直販,CBPA33S8
957,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,34,デルタ電子,H4J_220,1,H6J_240,1,5,,1,,1,14.62,9.9,通常,立平葺,6点,19184,,2302080,直販,CBPA34S6
958,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,34,デルタ電子,H4J_220,1,H6J_240,1,5,,1,,1,14.62,9.9,通常,立平葺,8点,19690,,2362800,直販,CBPA34S8
959,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,35,デルタ電子,H4J_220,1,H6J_240,1,5,,1,,1,15.05,9.9,通常,立平葺,6点,19690,,2362800,直販,CBPA35S6
960,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,35,デルタ電子,H4J_220,1,H6J_240,1,5,,1,,1,15.05,9.9,通常,立平葺,8点,20207,,2424840,直販,CBPA35S8
961,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,36,デルタ電子,H4J_220,1,H6J_240,1,5,,1,,1,15.48,9.9,通常,立平葺,6点,20207,,2424840,直販,CBPA36S6
962,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,36,デルタ電子,H4J_220,1,H6J_240,1,5,,1,,1,15.48,9.9,通常,立平葺,8点,20735,,2488200,直販,CBPA36S8
963,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,37,デルタ電子,H4J_220,1,H6J_240,1,5,,1,,1,15.91,9.9,通常,立平葺,6点,20713,,2485560,直販,CBPA37S6
964,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,37,デルタ電子,H4J_220,1,H6J_240,1,5,,1,,1,15.91,9.9,通常,立平葺,8点,21252,,2550240,直販,CBPA37S8
965,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,6,デルタ電子,H4J_220,1,H6J_240,,1,,1,,1,2.58,2.5,通常,スレート,6点,6941,,832920,直販,CBPC06S4
966,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,6,デルタ電子,H4J_220,1,H6J_240,,1,,1,,1,2.58,2.5,通常,スレート,8点,7062,,847440,直販,CBPC06S6
967,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,7,デルタ電子,H4J_220,1,H6J_240,,1,,1,,1,3.01,3,通常,スレート,6点,7788,,934560,直販,CBPC07S4
968,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,7,デルタ電子,H4J_220,1,H6J_240,,1,,1,,1,3.01,3,通常,スレート,8点,7920,,950400,直販,CBPC07S6
969,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,8,デルタ電子,H4J_220,1,H6J_240,,1,,1,,1,3.44,3.4,通常,スレート,6点,8635,,1036200,直販,CBPC08S4
970,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,8,デルタ電子,H4J_220,1,H6J_240,,1,,1,,1,3.44,3.4,通常,スレート,8点,8789,,1054680,直販,CBPC08S6
971,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,9,デルタ電子,H4J_220,1,H6J_240,,1,,1,,1,3.87,3.8,通常,スレート,6点,8140,,976800,直販,CBPC09S4
972,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,9,デルタ電子,H4J_220,1,H6J_240,,1,,1,,1,3.87,3.8,通常,スレート,8点,8316,,997920,直販,CBPC09S6
973,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,10,デルタ電子,H4J_220,1,H6J_240,,2,,1,,1,4.3,4,通常,スレート,6点,8833,,1059960,直販,CBPC10S4
974,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,10,デルタ電子,H4J_220,1,H6J_240,,2,,1,,1,4.3,4,通常,スレート,8点,9031,,1083720,直販,CBPC10S6
975,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,11,デルタ電子,H4J_220,1,H6J_240,,2,,1,,1,4.73,4,通常,スレート,6点,9537,,1144440,直販,CBPC11S4
976,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,11,デルタ電子,H4J_220,1,H6J_240,,2,,1,,1,4.73,4,通常,スレート,8点,9757,,1170840,直販,CBPC11S6
977,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,12,デルタ電子,H4J_220,1,H6J_240,,2,,1,,1,5.16,4,通常,スレート,6点,10230,,1227600,直販,CBPC12S4
978,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,12,デルタ電子,H4J_220,1,H6J_240,,2,,1,,1,5.16,4,通常,スレート,8点,10472,,1256640,直販,CBPC12S6
979,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,13,デルタ電子,H4J_220,1,H6J_240,,2,,1,,1,5.59,4,通常,スレート,6点,10934,,1312080,直販,CBPC13S4
980,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,13,デルタ電子,H4J_220,1,H6J_240,,2,,1,,1,5.59,4,通常,スレート,8点,11187,,1342440,直販,CBPC13S6
981,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,14,デルタ電子,H4J_220,1,H6J_240,,2,,1,,1,6.02,4,通常,スレート,6点,10384,,1246080,直販,CBPC14S4
982,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,14,デルタ電子,H4J_220,1,H6J_240,,2,,1,,1,6.02,4,通常,スレート,8点,10659,,1279080,直販,CBPC14S6
983,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,15,デルタ電子,H4J_220,1,H6J_240,,2,,1,,1,6.45,4,通常,スレート,6点,10989,,1318680,直販,CBPC15S4
984,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,15,デルタ電子,H4J_220,1,H6J_240,,2,,1,,1,6.45,4,通常,スレート,8点,11286,,1354320,直販,CBPC15S6
985,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,16,デルタ電子,H4J_220,,H6J_240,1,2,,1,,1,6.88,5.9,通常,スレート,6点,11594,,1391280,直販,CBPC16S4
986,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,16,デルタ電子,H4J_220,,H6J_240,1,2,,1,,1,6.88,5.9,通常,スレート,8点,11913,,1429560,直販,CBPC16S6
987,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,17,デルタ電子,H4J_220,,H6J_240,1,2,,1,,1,7.31,5.9,通常,スレート,6点,12210,,1465200,直販,CBPC17S4
988,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,17,デルタ電子,H4J_220,,H6J_240,1,2,,1,,1,7.31,5.9,通常,スレート,8点,12540,,1504800,直販,CBPC17S6
989,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,18,デルタ電子,H4J_220,,H6J_240,1,2,,1,,1,7.74,5.9,通常,スレート,6点,12815,,1537800,直販,CBPC18S4
990,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,18,デルタ電子,H4J_220,,H6J_240,1,2,,1,,1,7.74,5.9,通常,スレート,8点,13178,,1581360,直販,CBPC18S6
991,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,19,デルタ電子,H4J_220,,H6J_240,1,3,,1,,1,8.17,5.9,通常,スレート,6点,12672,,1520640,直販,CBPC19S4
992,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,19,デルタ電子,H4J_220,,H6J_240,1,3,,1,,1,8.17,5.9,通常,スレート,8点,13046,,1565520,直販,CBPC19S6
993,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,20,デルタ電子,H4J_220,,H6J_240,1,3,,1,,1,8.6,5.9,通常,スレート,6点,13244,,1589280,直販,CBPC20S4
994,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,20,デルタ電子,H4J_220,,H6J_240,1,3,,1,,1,8.6,5.9,通常,スレート,8点,13640,,1636800,直販,CBPC20S6
995,TEPCOフィンテック,10年,430,SISOLAR,SS430M8GFH-18/VNH,21,デルタ電子,H4J_220,,H6J_240,1,3,,1,,1,9.03,5.9,通常,スレート,6点,13816,,1657920,直販,CBPC21S4
